seqnames	start	end	width	strand	fold_change	FDR	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	gene_symbol
chr1	165375256	165377031	1776	*	0.53722581302368	0.0179834080634492	Distal Intergenic	1	165201867	165356715	154849	2	4009	ENST00000342310.7	-18541	ENSG00000162761	LMX1A	LIM homeobox transcription factor 1 alpha	LMX1A
chr22	36806127	36807407	1281	*	0.672503667694763	0.0179838425250862	Intron (ENST00000216200.9/5816, intron 4 of 4)	22	36800767	36815391	14625	2	5816	ENST00000404171.1	7984	ENSG00000100362	PVALB	parvalbumin	PVALB
chr10	70703426	70707129	3704	*	0.509307074785697	0.0179947418922695	Intron (ENST00000373207.2/140766, intron 3 of 21)	10	70672803	70762441	89639	1	140766	ENST00000373208.5	30623	ENSG00000138316	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	ADAMTS14
chr1	206490292	206492593	2302	*	0.633549191452168	0.018002506792336	Exon (ENST00000581977.7/9641, exon 17 of 22)	1	206491116	206497728	6613	2	574431	ENST00000367119.1	5135	ENSG00000162888	IKBKE-AS1	IKBKE antisense RNA 1	IKBKE-AS1
chr4	172950766	172951377	612	*	0.881836319644296	0.0180044842004478	Intron (ENST00000506823.6/442117, intron 9 of 12)	4	173144624	173166159	21536	2	101930370	ENST00000659700.1	214782	ENSG00000245213	GALNT7-DT	GALNT7 divergent transcript	GALNT7-DT
chr12	57012412	57016656	4245	*	0.495446412498549	0.0180044842004478	Promoter (<=1kb)	12	57010000	57016529	6530	2	6866	ENST00000458521.7	0	ENSG00000166863	TAC3	tachykinin precursor 3	TAC3
chr15	99485274	99487335	2062	*	0.610686027369743	0.0180044842004478	Distal Intergenic	15	99565417	99645761	80345	1	4205	ENST00000560493.5	-78082	ENSG00000068305	MEF2A	myocyte enhancer factor 2A	MEF2A
chr2	119445381	119449145	3765	*	0.571770404296497	0.0180299899879844	Exon (ENST00000019103.8/6344, exon 10 of 13)	2	119439845	119441663	1819	2	6344	ENST00000494326.5	-3718	ENSG00000080293	SCTR	secretin receptor	SCTR
chr20	38907781	38908531	751	*	0.682399717498921	0.018037080066633	Exon (ENST00000299824.6/26051, exon 9 of 11)	20	38926312	38953106	26795	1	81610	ENST00000619304.4	-17781	ENSG00000101447	FAM83D	family with sequence similarity 83 member D	FAM83D
chr19	3849401	3850103	703	*	0.629098931155544	0.0180370893317947	Intron (ENST00000262961.9/23217, intron 1 of 18)	19	3852440	3855590	3151	2	23217	ENST00000591712.1	5487	ENSG00000105278	ZFR2	zinc finger RNA binding protein 2	ZFR2
chr16	57045835	57048053	2219	*	0.569063433361514	0.0180375429864231	Promoter (<=1kb)	16	57045297	57055036	9740	1	84166	ENST00000534931.1	538	ENSG00000140853	NLRC5	NLR family CARD domain containing 5	NLRC5
chr15	23410455	23416263	5809	*	0.501476292846854	0.0180492872466467	Distal Intergenic	15	23403848	23407335	3488	1	105370728	ENST00000657162.1	6607	ENSG00000286598	LOC105370728	uncharacterized LOC105370728	LOC105370728
chr10	98093894	98099509	5616	*	0.502602555391704	0.0180499178509334	Distal Intergenic	10	98134624	98244894	110271	1	27291	ENST00000370584.7	-35115	ENSG00000166024	R3HCC1L	R3H domain and coiled-coil containing 1 like	R3HCC1L
chr9	128703244	128707212	3969	*	0.86405426982807	0.0180576071231412	Promoter (<=1kb)	9	128702503	128720916	18414	1	29941	ENST00000291906.5	741	ENSG00000160447	PKN3	protein kinase N3	PKN3
chr12	109792597	109794245	1649	*	0.676478509452392	0.0180625645233398	3' UTR	12	109734166	109773508	39343	2	84983	ENST00000541723.5	-19089	ENSG00000255650	FAM222A-AS1	FAM222A antisense RNA 1	FAM222A-AS1
chr5	176560645	176562925	2281	*	0.541160146899967	0.0180628470583569	Promoter (2-3kb)	5	176565306	176595697	30392	1	54825	ENST00000506348.1	-2381	ENSG00000074276	CDHR2	cadherin related family member 2	CDHR2
chr16	28258957	28261037	2081	*	0.890487919114787	0.0180633990643469	Promoter (<=1kb)	16	28259246	28320921	61676	1	388228	ENST00000671413.3	0	ENSG00000188322	SBK1	SH3 domain binding kinase 1	SBK1
chr8	138933799	138936756	2958	*	0.548280644182253	0.0180644111788529	Distal Intergenic	8	138588235	138914041	325807	2	169044	ENST00000303045.11	-19758	ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	COL22A1
chr2	170771144	170774007	2864	*	0.567583172769264	0.0180644111788529	Promoter (<=1kb)	2	170771277	170778655	7379	1	285141	ENST00000670985.1	0	ENSG00000204334	ERICH2	glutamate rich 2	ERICH2
chr12	120652799	120655074	2276	*	0.606312377142151	0.0180754943271959	Promoter (<=1kb)	12	120655299	120667324	12026	1	9478	ENST00000453000.1	-225	ENSG00000157782	CABP1	calcium binding protein 1	CABP1
chr10	59591085	59596911	5827	*	0.504248149723053	0.0180776917175431	Promoter (<=1kb)	10	59594952	59650345	55394	1	105378319	ENST00000644636.1	0	NA	LOC105378319	uncharacterized LOC105378319	LOC105378319
chr6	7746986	7749867	2882	*	0.615730781135828	0.0180834654400765	Intron (ENST00000283147.7/654, intron 1 of 6)	6	7726099	7881728	155630	1	654	ENST00000283147.7	20887	ENSG00000153162	BMP6	bone morphogenetic protein 6	BMP6
chr2	112723252	112728881	5630	*	0.578549968635227	0.0180847839577982	Promoter (<=1kb)	2	112726243	112727284	1042	1	284958	ENST00000462854.1	0	ENSG00000144130	NT5DC4	5'-nucleotidase domain containing 4	NT5DC4
chr3	16512061	16514433	2373	*	0.554776291855813	0.0180954629773964	Promoter (<=1kb)	3	16315845	16513699	197855	2	23180	ENST00000334133.9	0	ENSG00000131378	RFTN1	raftlin, lipid raft linker 1	RFTN1
chr1	9209749	9211652	1904	*	0.657415169642268	0.0180954629773964	Distal Intergenic	1	9191038	9192089	1052	1	102724571	ENST00000634966.2	18711	ENSG00000234546	LNCTAM34A	long non coding transcriptional activator of miR34a	LNCTAM34A
chr10	133014307	133016920	2614	*	0.605348430249536	0.0180987671125601	Promoter (<=1kb)	10	133013700	133015767	2068	1	112268067	ENST00000690495.1	607	NA	LOC112268067	uncharacterized LOC112268067	LOC112268067
chr20	58155082	58156813	1732	*	0.677079322814884	0.0180987671125601	Exon (ENST00000371168.4/128602, exon 3 of 4)	20	58150902	58161150	10249	1	128602	ENST00000371168.4	4180	ENSG00000124237	CIMIP1	ciliary microtubule inner protein 1	CIMIP1
chr17	82883485	82886289	2805	*	0.538914650468261	0.0180990165563542	Promoter (<=1kb)	17	82884152	82914153	30002	1	6904	ENST00000571316.5	0	ENSG00000141556	TBCD	tubulin folding cofactor D	TBCD
chr2	31139512	31142134	2623	*	0.543052603117977	0.0181080842452974	Promoter (1-2kb)	2	30924198	31138503	214306	2	79623	ENST00000430167.1	-1009	ENSG00000158089	GALNT14	polypeptide N-acetylgalactosaminyltransferase 14	GALNT14
chr12	111022800	111024663	1864	*	0.622416675710213	0.0181159193803941	Distal Intergenic	12	111034165	111350554	316390	1	23316	ENST00000261726.11	-9502	ENSG00000111249	CUX2	cut like homeobox 2	CUX2
chr15	101306577	101309329	2753	*	0.531176975943583	0.0181174807725476	Promoter (<=1kb)	15	101303931	101309112	5182	2	5046	ENST00000559499.1	0	ENSG00000140479	PCSK6	proprotein convertase subtilisin/kexin type 6	PCSK6
chr16	60359346	60360495	1150	*	0.859479250344089	0.0181253838825614	Promoter (<=1kb)	16	60359842	60365643	5802	1	101927605	ENST00000565506.5	0	ENSG00000261436	LOC101927605	uncharacterized LOC101927605	LOC101927605
chr11	65034810	65035856	1047	*	0.773350917829482	0.018132178492275	3' UTR	11	65040901	65044799	3899	1	29901	ENST00000531072.1	-5045	ENSG00000168061	SAC3D1	SAC3 domain containing 1	SAC3D1
chr2	18245608	18249662	4055	*	0.633513746408659	0.0181393916149686	Intron (ENST00000465292.5/3790, intron 3 of 4)	2	18403967	18504484	100518	1	105373454	ENST00000670548.1	-154305	NA	LOC105373454	uncharacterized LOC105373454	LOC105373454
chr8	143911955	143914077	2123	*	0.608105030988242	0.0181605886608865	Distal Intergenic	8	143915153	143939597	24445	2	5339	ENST00000345136.8	25520	ENSG00000178209	PLEC	plectin	PLEC
chr8	138810389	138813664	3276	*	0.552212377111225	0.0181605886608865	Exon (ENST00000303045.11/169044, exon 8 of 65)	8	138825719	138828105	2387	2	169044	ENST00000517515.1	14441	ENSG00000169436	COL22A1	collagen type XXII alpha 1 chain	COL22A1
chr1	22359469	22364940	5472	*	0.488845609402095	0.0181775209587166	Exon (ENST00000624125.1/ENST00000624125.1, exon 1 of 1)	1	22428838	22511763	82926	1	9923	ENST00000650433.1	-63898	ENSG00000184677	ZBTB40	zinc finger and BTB domain containing 40	ZBTB40
chr1	33134608	33136008	1401	*	0.627780389936868	0.0181872116527026	Distal Intergenic	1	33094644	33096956	2313	1	113451	ENST00000492521.1	39964	ENSG00000142920	AZIN2	antizyme inhibitor 2	AZIN2
chr1	30037804	30040155	2352	*	0.590475367850579	0.0181872116527026	Promoter (<=1kb)	1	30013952	30037612	23661	2	101929406	ENST00000445180.2	-192	ENSG00000233399	LINC01648	long intergenic non-protein coding RNA 1648	LINC01648
chr14	105504644	105507203	2560	*	0.70243810734796	0.0181872116527026	Distal Intergenic	14	105497626	105499229	1604	1	283643	ENST00000546492.1	7018	ENSG00000185347	TEDC1	tubulin epsilon and delta complex 1	TEDC1
chr10	113528852	113530906	2055	*	0.662949407394126	0.0182018832099511	Distal Intergenic	10	113550837	113589602	38766	1	3026	ENST00000542051.5	-19931	ENSG00000148702	HABP2	hyaluronan binding protein 2	HABP2
chr16	8683194	8687234	4041	*	0.567524857110889	0.0182071529302248	Exon (ENST00000475032.3/ENST00000475032.3, exon 1 of 1)	16	8674617	8784570	109954	1	18	ENST00000268251.13	8577	ENSG00000183044	ABAT	4-aminobutyrate aminotransferase	ABAT
chr9	134547404	134548869	1466	*	0.612500645123521	0.0182071529302248	Distal Intergenic	9	134527182	134545244	18063	1	100506532	ENST00000435284.2	20222	NA	LOC100506532	uncharacterized LOC100506532	LOC100506532
chr8	70020557	70021960	1404	*	0.76721030420012	0.0182112477267209	Distal Intergenic	8	70051651	70071252	19602	2	63978	ENST00000276594.3	49292	ENSG00000147596	PRDM14	PR/SET domain 14	PRDM14
chr10	131722406	131727670	5265	*	0.588347750973036	0.0182122622791035	Distal Intergenic	10	131772383	131777402	5020	2	399827	ENST00000684956.2	49732	ENSG00000189275	LINC01164	long intergenic non-protein coding RNA 1164	LINC01164
chr2	10047661	10048830	1170	*	0.6463134786176	0.0182219725571699	Exon (ENST00000401510.5/8462, exon 3 of 3)	2	10044245	10054836	10592	1	8462	ENST00000535335.1	3416	ENSG00000172059	KLF11	KLF transcription factor 11	KLF11
chr17	58620540	58625051	4512	*	0.488732173669653	0.0182219725571699	3' UTR	17	58659125	58659306	182	2	124904122	ENST00000702614.1	34255	ENSG00000290039	LOC124904122	U1 spliceosomal RNA	LOC124904122
chr14	69266812	69268746	1935	*	0.673094936192054	0.0182288315635409	Intron (ENST00000554317.5/57452, intron 2 of 2)	14	69239166	69260567	21402	2	105370550	ENST00000556316.1	-6245	ENSG00000258957	GALNT16-AS1	GALNT16 and EXD2 antisense RNA 1	GALNT16-AS1
chr1	181508897	181511699	2803	*	0.653603759333368	0.0182288646662049	Exon (ENST00000524607.6/777, exon 4 of 12)	1	181483763	181656553	172791	1	777	ENST00000700187.1	25134	ENSG00000198216	CACNA1E	calcium voltage-gated channel subunit alpha1 E	CACNA1E
chr10	97100954	97104254	3301	*	0.578993784082287	0.0182289648935439	Promoter (<=1kb)	10	97102756	97103747	992	1	100505540	ENST00000424428.1	0	ENSG00000234855	SLIT1-AS1	SLIT1 antisense RNA 1	SLIT1-AS1
chr16	67214965	67217601	2637	*	0.530069574861063	0.0182323625297265	Intron (ENST00000409509.5/26231, intron 2 of 5)	16	67208390	67226788	18399	2	26231	ENST00000447579.5	9187	ENSG00000125122	FBXL9P	F-box and leucine rich repeat protein, pseudogene	FBXL9P
chr9	89609984	89611403	1420	*	0.644948376480757	0.0182436704673257	Distal Intergenic	9	89605092	89606098	1007	1	10912	ENST00000494726.1	4892	ENSG00000130222	GADD45G	growth arrest and DNA damage inducible gamma	GADD45G
chr17	19341341	19342458	1118	*	0.634750722266767	0.0182491325897934	Promoter (2-3kb)	17	19344506	19344574	69	2	100302256	ENST00000408613.1	2116	ENSG00000221540	MIR1180	microRNA 1180	MIR1180
chr6	41407716	41408587	872	*	0.615298930581197	0.0182560774577696	Distal Intergenic	6	41335851	41350864	15014	1	9436	ENST00000373086.3	71865	ENSG00000096264	NCR2	natural cytotoxicity triggering receptor 2	NCR2
chr2	120405201	120405975	775	*	0.672419216381401	0.0182609479838301	Distal Intergenic	2	120346136	120351803	5668	1	3625	ENST00000295228.4	59065	ENSG00000163083	INHBB	inhibin subunit beta B	INHBB
chr10	131838996	131843061	4066	*	0.599889128078774	0.0182619682497435	Distal Intergenic	10	131772398	131790199	17802	2	399827	ENST00000341866.3	-48797	ENSG00000189275	LINC01164	long intergenic non-protein coding RNA 1164	LINC01164
chr11	113288271	113291274	3004	*	0.556602715104218	0.018263739994994	Intron (ENST00000526487.6/124902814, intron 1 of 3)	11	113278437	113283990	5554	2	124902814	ENST00000529416.5	-4281	NA	TTC12-DT	TTC12 divergent transcript	TTC12-DT
chr2	121185155	121186487	1333	*	0.545858250888887	0.0182655620001626	Distal Intergenic	2	121224164	121234274	10111	2	29842	ENST00000464621.1	47787	ENSG00000115112	TFCP2L1	transcription factor CP2 like 1	TFCP2L1
chr7	5332753	5334208	1456	*	0.757280309468134	0.018275211560269	Promoter (<=1kb)	7	5324222	5332878	8657	2	84629	ENST00000455076.1	0	ENSG00000182095	TNRC18	trinucleotide repeat containing 18	TNRC18
chr9	135320068	135322025	1958	*	0.658765796570189	0.018275211560269	Distal Intergenic	9	135343249	135346562	3314	1	157927	ENST00000623103.1	-21224	ENSG00000178243	LINC02907	long intergenic non-protein coding RNA 2907	LINC02907
chr5	175608638	175611509	2872	*	0.627261120590308	0.0182763823731354	Distal Intergenic	5	175658030	175686242	28213	1	3274	ENST00000377291.2	-46521	ENSG00000113749	HRH2	histamine receptor H2	HRH2
chr7	148379696	148384614	4919	*	0.497450777491491	0.0182769981589244	Promoter (<=1kb)	7	148381393	148417844	36452	1	26047	ENST00000636399.1	0	ENSG00000174469	CNTNAP2	contactin associated protein 2	CNTNAP2
chr8	98243221	98243600	380	*	0.815472722636476	0.0182769981589244	Intron (ENST00000430223.7/79815, intron 3 of 10)	8	98231781	98236231	4451	2	79815	ENST00000521949.1	-6990	ENSG00000104361	NIPAL2	NIPA like domain containing 2	NIPAL2
chr5	180689227	180693132	3906	*	0.524865824486324	0.0182776213564479	Exon (ENST00000448534.2/ENST00000448534.2, exon 1 of 1)	5	180684373	180686821	2449	1	105377765	ENST00000703627.1	4854	NA	LINC02222	long intergenic non-protein coding RNA 2222	LINC02222
chr15	67017956	67019760	1805	*	0.56638966744494	0.0182797010592175	Intron (ENST00000702335.1/102723493, intron 1 of 2)	15	66984106	67002444	18339	2	102723493	ENST00000655852.1	-15512	NA	SMAD3-DT	SMAD3 divergent transcript	SMAD3-DT
chr5	176588290	176591937	3648	*	0.56804569179451	0.0183005410004593	Promoter (<=1kb)	5	176590601	176591690	1090	1	54825	ENST00000416365.2	0	ENSG00000074276	CDHR2	cadherin related family member 2	CDHR2
chr8	120833897	120836981	3085	*	0.612394023610293	0.0183127049785935	Distal Intergenic	8	120535745	120813273	277529	2	6641	ENST00000395601.7	-20624	ENSG00000172164	SNTB1	syntrophin beta 1	SNTB1
chr11	1862876	1865366	2491	*	0.562120239982915	0.0183255107698541	Promoter (<=1kb)	11	1863246	1883428	20183	1	4046	ENST00000421485.5	0	ENSG00000130592	LSP1	lymphocyte specific protein 1	LSP1
chr6	761731	766962	5232	*	0.49705288731231	0.018328545054507	Promoter (<=1kb)	6	729128	760936	31809	2	105374873	ENST00000655063.1	-795	NA	LOC105374873	uncharacterized LOC105374873	LOC105374873
chrX	2830147	2831017	871	*	0.816191153440707	0.0183345638080478	Promoter (<=1kb)	23	2830189	2881213	51025	1	8908	ENST00000353656.10	0	ENSG00000056998	GYG2	glycogenin 2	GYG2
chr3	195891701	195893503	1803	*	0.611540352634401	0.0183378394983841	Promoter (<=1kb)	3	195863364	195892728	29365	2	10188	ENST00000673038.1	0	ENSG00000061938	TNK2	tyrosine kinase non receptor 2	TNK2
chr5	3671472	3672794	1323	*	0.715115564103511	0.0183414652639505	Distal Intergenic	5	3595832	3601403	5572	1	79192	ENST00000302006.4	75640	ENSG00000170549	IRX1	iroquois homeobox 1	IRX1
chr3	193842733	193843898	1166	*	0.660142597462171	0.0183549826234799	Promoter (<=1kb)	3	193841868	193844009	2142	2	105374285	ENST00000439074.2	111	NA	LINC02038	long intergenic non-protein coding RNA 2038	LINC02038
chr1	208117351	208118044	694	*	0.828188671451105	0.0183566510805676	Intron (ENST00000367033.4/5362, intron 4 of 31)	1	208038907	208040264	1358	2	5362	ENST00000463510.1	-77087	ENSG00000076356	PLXNA2	plexin A2	PLXNA2
chr9	137589545	137589918	374	*	0.877399085584265	0.0183573516441621	Promoter (<=1kb)	9	137587013	137589106	2094	2	116225	ENST00000471957.1	-439	ENSG00000165724	ZMYND19	zinc finger MYND-type containing 19	ZMYND19
chr22	18983281	18984920	1640	*	0.784491492041392	0.0183674391676791	Promoter (<=1kb)	22	18985836	18994501	8666	1	26220	ENST00000399539.4	-916	ENSG00000273032	DGCR5	DiGeorge syndrome critical region gene 5	DGCR5
chr1	231075356	231077088	1733	*	0.6749961674047	0.0183687697074975	Distal Intergenic	1	231018958	231040254	21297	2	375061	ENST00000366654.5	-35102	ENSG00000182118	FAM89A	family with sequence similarity 89 member A	FAM89A
chr1	9230973	9234582	3610	*	0.524650600746578	0.0183687697074975	Promoter (<=1kb)	1	9234774	9271337	36564	1	9563	ENST00000377403.7	-192	ENSG00000049239	H6PD	hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase	H6PD
chr16	87935067	87938099	3033	*	0.655300978817628	0.0183687697074975	Promoter (<=1kb)	16	87881546	87936580	55035	2	763	ENST00000649158.1	0	ENSG00000174990	CA5A	carbonic anhydrase 5A	CA5A
chr11	70697714	70698829	1116	*	0.740252566638137	0.018370414546475	Promoter (<=1kb)	11	70492432	70698769	206338	2	22941	ENST00000426687.2	0	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	SHANK2
chr8	21406712	21409946	3235	*	0.624844399575743	0.018370414546475	Distal Intergenic	8	21298206	21308174	9969	1	101929172	ENST00000522755.1	108506	ENSG00000254334	LINC03093	long intergenic non-protein coding RNA 3093	LINC03093
chr20	23683171	23688958	5788	*	0.561136560739709	0.0183788904422918	Promoter (<=1kb)	20	23685640	23689038	3399	2	1472	ENST00000217423.4	80	ENSG00000101441	CST4	cystatin S	CST4
chr19	6198138	6199595	1458	*	0.773223038920069	0.0183788904422918	Promoter (<=1kb)	19	6175873	6199563	23691	2	105372255	ENST00000589712.1	0	NA	LOC105372255	uncharacterized LOC105372255	LOC105372255
chr1	211653575	211657281	3707	*	0.49873086793744	0.0184092082657867	Promoter (1-2kb)	1	211652147	211654622	2476	1	105748977	ENST00000653761.1	1428	ENSG00000227764	NTRAS	non-coding transcript regulating alternative splicing	NTRAS
chr15	92231843	92233863	2021	*	0.606369491351659	0.0184205868566577	Intron (ENST00000561674.1/ENST00000561674.1, intron 2 of 3)	15	92153563	92163208	9646	1	28232	ENST00000555513.1	78280	ENSG00000176463	SLCO3A1	solute carrier organic anion transporter family member 3A1	SLCO3A1
chr8	22553208	22554027	820	*	0.684284779151169	0.0184205868566577	Promoter (<=1kb)	8	22481610	22553444	71835	2	124901905	ENST00000664810.1	0	NA	LOC124901905	uncharacterized LOC124901905	LOC124901905
chr11	57477128	57480923	3796	*	0.480356110404327	0.0184248315816571	3' UTR	11	57491253	57494520	3268	2	8501	ENST00000529452.5	13597	ENSG00000149150	SLC43A1	solute carrier family 43 member 1	SLC43A1
chr16	66433767	66435388	1622	*	0.558826655032875	0.0184434047605819	Intron (ENST00000536005.7/146227, intron 1 of 4)	16	66428238	66438017	9780	1	146227	ENST00000618932.1	5529	ENSG00000166546	BEAN1	brain expressed associated with NEDD4 1	BEAN1
chr9	4853379	4857008	3630	*	0.600898474150792	0.0184471931712083	Intron (ENST00000381750.9/10171, intron 8 of 8)	9	4850297	4850375	79	1	406894	ENST00000362195.3	3082	ENSG00000199065	MIR101-2	microRNA 101-2	MIR101-2
chr17	35147093	35150480	3388	*	0.558663325721737	0.0184508996540962	Promoter (<=1kb)	17	35147817	35189343	41527	1	146862	ENST00000394570.7	0	ENSG00000141161	UNC45B	unc-45 myosin chaperone B	UNC45B
chr11	70778323	70780183	1861	*	0.62387859518483	0.0184523736185146	Intron (ENST00000601538.6/22941, intron 14 of 25)	11	70654146	70807074	152929	2	22941	ENST00000470759.5	26891	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	SHANK2
