gene_symbol	annotation	fold_change	FDR	distance_to_TSS
LOC101928866	Promoter (<=1kb)	0.596368604646355	0.0386828314483809	0
SLC1A1	Promoter (<=1kb)	0.596319054182285	0.021282891169531	0
GBX2	Promoter (2-3kb)	0.596291247204762	0.00633732538593844	-2920
ARHGEF10	Intron (ENST00000635855.1/9639, intron 2 of 29)	0.596289327459524	0.015354916558744	3248
INHBE	Promoter (<=1kb)	0.596284330255423	0.0138778947464183	0
GATA2	Promoter (1-2kb)	0.596257428868367	0.00856292135005007	-1939
VSTM2B-DT	Intron (ENST00000582581.5/284395, intron 9 of 9)	0.596217135244942	0.0150264139351186	85899
RASGRP1	Promoter (<=1kb)	0.596197796648588	0.00530828251411133	0
MIR4696	Promoter (<=1kb)	0.596180869387773	0.0115046418822472	0
LOC105378735	Distal Intergenic	0.596162324744141	0.00674653400356333	-12827
RORA	Intron (ENST00000559824.5/101928784, intron 5 of 5)	0.596155798171578	0.0425049911084288	5953
VASH1	Promoter (1-2kb)	0.596115828896645	0.0244723746488689	-1213
GAS7	Promoter (<=1kb)	0.596096750626201	0.00654211116494911	0
PRF1	3' UTR	0.596059555153361	0.00268833623554851	5132
COX4I2	Promoter (<=1kb)	0.596010762979415	0.0119804363388514	251
LINC02255	Promoter (2-3kb)	0.595985229467263	0.0143103768921534	2094
KCNK9	Distal Intergenic	0.595963545014798	0.00790946112036938	257455
TNFRSF8	3' UTR	0.595906954022309	0.0104098111722977	17519
PAPLN	Promoter (<=1kb)	0.595882522979601	0.0055398427601959	0
VSTM2B-DT	Exon (ENST00000623523.1/ENST00000623523.1, exon 1 of 1)	0.595874597227933	0.0448740346792192	15839
MRM1	Distal Intergenic	0.595869414847155	0.00198359893314573	44564
RPS24	3' UTR	0.59586114563566	0.0370759912221341	17389
PCSK2	3' UTR	0.595854281506093	0.0289670535154869	17318
CSH2	Distal Intergenic	0.595818373194155	0.0122555565023605	3956
LOC105375577	Distal Intergenic	0.595816310734778	0.0126877219182043	-284043
PPCDC	Promoter (<=1kb)	0.59581344330766	0.00734289243596456	0
ABR	Intron (ENST00000574139.7/29, intron 1 of 22)	0.595778691092071	0.00757339731688755	11902
ADCY2	Promoter (<=1kb)	0.595759428103382	0.0189730828684853	-317
CES4A	Promoter (<=1kb)	0.595732244405696	0.00425420542415657	0
VSTM2L	Promoter (<=1kb)	0.595731526386205	0.0049542358568843	0
SYT8	Promoter (<=1kb)	0.59573004169734	0.00960146611885491	0
LOC105371716	Promoter (1-2kb)	0.595705731584674	0.0060437938129013	1828
FBXW12	Promoter (<=1kb)	0.595655165483155	0.0207323281007668	0
GDPD5	Promoter (2-3kb)	0.595626267254469	0.00883390777159661	-2772
DAGLA	Distal Intergenic	0.595592518477122	0.010378504077439	-10632
SMKR1	Promoter (<=1kb)	0.595586613315588	0.00588763969946178	0
CYP11B2	Distal Intergenic	0.59558304171212	0.0151702176534484	-26502
EPHB4	3' UTR	0.595537481197543	0.0158074145202597	12924
DNAH10	Exon (ENST00000409039.8/196385, exon 52 of 78)	0.595531928870667	0.00916797306674837	-14571
LINC01738	Distal Intergenic	0.59550834339681	0.010519297487033	-53110
OPCML-IT1	Intron (ENST00000524381.6/4978, intron 1 of 7)	0.595479444751014	0.0319027752247477	184439
KCNK9	Promoter (<=1kb)	0.595428738141164	0.00544834875083324	0
LOC105373461	Distal Intergenic	0.595419015506676	0.014234052750953	33868
SV2C	Intron (ENST00000502798.7/22987, intron 4 of 12)	0.595380315668475	0.0133497547409093	-63272
LOC105374367	Distal Intergenic	0.595370624833288	0.014075098195926	4908
LINC00208	Distal Intergenic	0.59529940760803	0.00691471432816872	15800
TBC1D16	Promoter (2-3kb)	0.595258331837406	0.0111631680505466	-2248
SAMD5	Promoter (<=1kb)	0.595240809081064	0.00338834162351207	0
MIR8074	Exon (ENST00000598990.1/ENST00000598990.1, exon 1 of 3)	0.59513529940725	0.0187613688052887	5044
METTL27	Promoter (<=1kb)	0.595073209548945	0.010815387172622	80
TSPAN7	Promoter (<=1kb)	0.5950519106574	0.0476664553995845	0
SH2D4A	Promoter (<=1kb)	0.595018595765239	0.0158355930716814	0
SATB1-AS1	Promoter (<=1kb)	0.595013553059452	0.0167829547482569	0
ACKR1	Promoter (<=1kb)	0.594982415963552	0.026785095873544	565
LINC01237	Intron (ENST00000430555.5/101927289, intron 3 of 3)	0.594964273922878	0.0191057256338266	15967
TRH	Distal Intergenic	0.594921185853188	0.020003051277797	-29895
MAP4K1-AS1	Promoter (<=1kb)	0.594914732157527	0.0292958561136058	0
MARK3	Distal Intergenic	0.594869022004193	0.0364329463626727	-5220
PLXNA3	Promoter (<=1kb)	0.59484529918052	0.023675762281017	0
KAT5	Distal Intergenic	0.594836828847547	0.0486355735049752	-4847
ROR2	Intron (ENST00000375715.5/4920, intron 2 of 12)	0.594802362409953	0.0270433187872071	5728
SPSB4	Promoter (<=1kb)	0.594722880034647	0.0130920193780063	0
PREX2	Intron (ENST00000288368.5/80243, intron 37 of 39)	0.594645274111507	0.0104375010945866	44084
CYP46A1	3' UTR	0.594643448365657	0.0420279267276386	-7826
ACTL8	Intron (ENST00000375406.2/81569, intron 1 of 2)	0.594639663386991	0.00667294620738477	-23730
LOC102723730	Intron (ENST00000650512.1/ENST00000650512.1, intron 1 of 3)	0.59463085968318	0.00878971780896531	3125
DUSP22	Promoter (2-3kb)	0.59461080369576	0.00825958665847388	-2310
DOC2B	Intron (ENST00000613549.3/8447, intron 2 of 8)	0.594595644875761	0.0116697542270465	-4468
LOC124901224	Distal Intergenic	0.59456734450546	0.0303744231482239	21603
LOC105378350	Promoter (1-2kb)	0.594563262103808	0.00490847038808955	1602
SLC25A25-AS1	Promoter (<=1kb)	0.594539217642751	0.00887669990545482	0
IGDCC3	Promoter (<=1kb)	0.594532095309755	0.00313422934842148	0
REX1BD	Promoter (<=1kb)	0.59448109908158	0.0247073970011568	0
PLA2G4E	Promoter (1-2kb)	0.594429529016543	0.0399254603423681	1451
PDE4C	Intron (ENST00000355502.7/5143, intron 3 of 18)	0.594357206055915	0.0449727974930542	-5255
ST6GALNAC4-ST6GALNAC6-AK1	Promoter (<=1kb)	0.594339110886439	0.0236034235383131	0
CECR2	Distal Intergenic	0.594333237999747	0.00801589387262005	-20730
LOC107985502	Exon (ENST00000676145.1/107985502, exon 2 of 3)	0.594322873974965	0.00430737936180841	7867
MIR346	Intron (ENST00000327946.12/2894, intron 4 of 15)	0.594302746970496	0.0242337382932098	139711
ZNF778	Distal Intergenic	0.594280570481655	0.0160714085427572	-5495
NACC2	Intron (ENST00000277554.4/138151, intron 1 of 5)	0.594273933229078	0.0166219899600379	15049
VSIR	Promoter (<=1kb)	0.59419634578099	0.0108894193533311	0
GDAP1L1	3' UTR	0.594162800210315	0.0144556714020383	-3635
RELB	Promoter (1-2kb)	0.594148693825146	0.0493607356495786	-1302
PDGFRL	Promoter (<=1kb)	0.594107468556232	0.0253769096311623	0
CGNL1	Promoter (<=1kb)	0.594103716190985	0.00426705370053202	0
LOC105375012	Exon (ENST00000445710.1/ENST00000445710.1, exon 2 of 5)	0.594095351548183	0.00950483553648984	62465
FAM138D	Distal Intergenic	0.594080899764275	0.0134636180563281	-5620
CACNA1A	Promoter (<=1kb)	0.593999225853132	0.022773083407915	580
LOC105372725	Promoter (<=1kb)	0.593978604700695	0.00454811252463921	841
MROH7-TTC4	Promoter (<=1kb)	0.593958378575211	0.0159954873297523	0
LOC100128310	Intron (ENST00000614565.5/1002, intron 3 of 15)	0.593944950018975	0.0098476761940334	-24045
MAK	Promoter (<=1kb)	0.593928256289896	0.0164375646936905	0
LINC03060	Exon (ENST00000661597.1/105375519, exon 3 of 4)	0.593906007185392	0.0206602019206557	17256
LOC112268055	Exon (ENST00000655188.1/112268055, exon 2 of 3)	0.593903273583554	0.0435490837119962	9224
RNU105C	Distal Intergenic	0.593854546174672	0.0365813584043391	-3623
MCF2L	Promoter (<=1kb)	0.593852482636578	0.0157343724349823	-619
LOC105371750	Distal Intergenic	0.593840987253209	0.00269922087174406	-14506
MIR346	Intron (ENST00000327946.12/2894, intron 3 of 15)	0.593833174412098	0.0040119368355326	82061
ABLIM2	Promoter (1-2kb)	0.59379735391728	0.010129726019147	1939
RAB11FIP4	Promoter (<=1kb)	0.593779098819844	0.00607876185511161	0
CACNA1C	Intron (ENST00000682544.1/775, intron 5 of 49)	0.593773456823738	0.0280674771816967	-19853
ZNF831	Promoter (<=1kb)	0.59372833906634	0.0247434374368832	-592
TNFRSF8	Distal Intergenic	0.593718742952333	0.0154546381586276	-15119
LINC00242	Distal Intergenic	0.593712389093741	0.0100292435449695	-136102
LINC03051	Promoter (<=1kb)	0.593598447031412	0.0177951965055251	0
ITGA10	Promoter (1-2kb)	0.593522682262451	0.0359562567717262	1159
FBLN5	Intron (ENST00000342058.9/10516, intron 4 of 10)	0.593514129983768	0.0234240215479293	17210
GALP	3' UTR	0.593492590859892	0.0260836542351185	3498
SMKR1	Distal Intergenic	0.59336866723794	0.00299601190140432	50147
TBXAS1	Intron (ENST00000425687.5/6916, intron 11 of 14)	0.593226787986592	0.00226626978582315	31361
SASH3	3' UTR	0.59318323294055	0.0227853739719007	-8923
CUX1	Promoter (<=1kb)	0.593178103513202	0.00790066231519396	0
SKOR1	Intron (ENST00000178640.10/5607, intron 21 of 21)	0.593139192159161	0.0239874369221533	-13119
TMEM255B	Promoter (<=1kb)	0.593116089989386	0.0224868951704883	0
LINC01591	Distal Intergenic	0.593105846989495	0.0421264244395494	-189714
PKNOX2	Intron (ENST00000530517.5/63876, intron 1 of 11)	0.593092759629544	0.00734962385443698	6689
LINC02086	Promoter (<=1kb)	0.593084971616001	0.00373405908395674	0
ABLIM2	Promoter (2-3kb)	0.593038323701772	0.0145885687323683	-2732
GDPD5	Distal Intergenic	0.593038234841579	0.0141815263044211	-4799
PKP1	Distal Intergenic	0.593036991632858	0.00458474830427238	-30305
CORO2B	Intron (ENST00000261861.10/10391, intron 1 of 11)	0.593013621242254	0.0169972404226622	11849
CORO2B	Distal Intergenic	0.59296195559901	0.00610247545033014	-16781
RAB36	3' UTR	0.592903977824104	0.0279123333721684	9119
SLC29A1	Promoter (<=1kb)	0.592901952821114	0.00756924623199317	0
LINC00824	Intron (ENST00000652078.1/ENST00000652078.1, intron 3 of 7)	0.592876876177057	0.0053683625547661	82716
ITGB4	Promoter (<=1kb)	0.592806922812866	0.00793000458469079	0
TBX2-AS1	Exon (ENST00000585812.5/54828, exon 4 of 6)	0.592802387565872	0.0147110776615958	13679
CRHR1	Intron (ENST00000634540.1/104909134, intron 3 of 14)	0.592792358874991	0.00747552664505276	-6541
PRR5	Intron (ENST00000611394.4/55615, intron 1 of 8)	0.592748949020023	0.0208874081298446	5907
TPO	Intron (ENST00000650224.1/7173, intron 1 of 3)	0.592674437446775	0.0113719541317737	3256
FAM86JP	Exon (ENST00000688253.1/100125556, exon 3 of 7)	0.592647051138425	0.00702921165669675	4941
MGAT5B	Intron (ENST00000569840.7/146664, intron 3 of 17)	0.592632368595679	0.0353587544103294	20034
RPS26P11	Promoter (<=1kb)	0.592625497882459	0.0216773712228906	714
CECR2	Intron (ENST00000400585.7/27443, intron 7 of 18)	0.592590204069059	0.0154118127635047	31170
MIR6068	Promoter (<=1kb)	0.592553744730332	0.0297947114259703	-686
SLC2A11	Promoter (<=1kb)	0.592551099978099	0.0420301748080057	0
SLC25A19	Promoter (<=1kb)	0.592545400633754	0.0118063738929201	0
TMEM130	Distal Intergenic	0.592538358482631	0.00603689867279199	29414
LOC105373335	Promoter (2-3kb)	0.592534455363273	0.00976887873235386	2236
TFAP2A	Promoter (1-2kb)	0.592528631248448	0.0163530964804583	-1724
C8orf17	Intron (ENST00000438773.4/83696, intron 19 of 22)	0.592464779868763	0.0100052864240443	25430
IGSF9B	Promoter (<=1kb)	0.592438085847907	0.0264358631005258	0
LOC105377964	Promoter (<=1kb)	0.592415429640655	0.00954112000760196	0
LHPP	Exon (ENST00000368842.10/64077, exon 4 of 7)	0.592411961780728	0.00993894923517936	6185
SHANK2	Intron (ENST00000601538.6/22941, intron 10 of 25)	0.592404858555115	0.0395163090111989	-3037
SORCS2	Exon (ENST00000507866.6/57537, exon 13 of 27)	0.592323802864253	0.00672078722075374	-25062
ZNF467	Distal Intergenic	0.592270537930877	0.00432915653270305	17626
PRSS51	Distal Intergenic	0.592269559186741	0.0225882435430462	-42797
AMER2	Promoter (<=1kb)	0.592256559683658	0.0232404861976273	0
ZFAT	Exon (ENST00000606279.1/ENST00000606279.1, exon 1 of 1)	0.592246600646034	0.00891906755303215	-8022
MIR7850	Exon (ENST00000590491.1/ENST00000590491.1, exon 1 of 1)	0.592237008845397	0.00356561470790985	-15993
HABP4	Promoter (<=1kb)	0.592229156237693	0.0172509378947572	0
HTR3E	Promoter (<=1kb)	0.592133729307412	0.00531462614008474	0
LINC02437	Intron (ENST00000505053.1/107986333, intron 1 of 1)	0.592030070346056	0.0167626222389294	3381
CCDC197	3' UTR	0.592010375206879	0.0117034125146847	4186
LOC100996549	Promoter (<=1kb)	0.591944814628754	0.0208874081298446	0
CRTC1	Exon (ENST00000338797.10/23373, exon 8 of 15)	0.591907351523454	0.0101017857799675	15640
LOC101929650	Intron (ENST00000652318.1/101929650, intron 2 of 3)	0.591864714638491	0.00681169078616075	-7067
LINC01756	Intron (ENST00000417651.1/101928460, intron 1 of 2)	0.591750893702802	0.00331243704961622	3528
GRIK5	3' UTR	0.591713844261215	0.0060180319608852	-6562
MIR34A	Distal Intergenic	0.591680423469346	0.00890978424159978	6222
NPPB	Distal Intergenic	0.591666921824559	0.0146425951058533	-13759
PTK2	Distal Intergenic	0.591655972353161	0.0113142334638113	-16572
LOC105372571	Distal Intergenic	0.591562479908274	0.0249075840820241	26258
LOC105373929	Promoter (<=1kb)	0.591549675706187	0.0169749844265204	0
LOC124903956	Distal Intergenic	0.591536931388925	0.0026126214734905	-3373
AXIN2	Distal Intergenic	0.591479175746711	0.0248323330610957	11988
RAB11FIP4	Intron (ENST00000621161.5/84440, intron 3 of 14)	0.591449280017342	0.00905815011221563	25286
TNS1	Intron (ENST00000646520.1/7145, intron 3 of 32)	0.591440248455075	0.0110247289182301	-10535
SCNN1G	Intron (ENST00000300061.3/6340, intron 2 of 12)	0.591438214735993	0.0405559547764103	4684
VILL	Promoter (<=1kb)	0.591408150429563	0.0174923790783097	0
ACAP1	Promoter (<=1kb)	0.591382882556574	0.00452283486427208	0
IRF1	Promoter (<=1kb)	0.59136084489468	0.00835521904568681	0
FAM120B	Promoter (<=1kb)	0.591340217448411	0.0039364757404703	0
LOC124901789	Distal Intergenic	0.591327357651146	0.00861882131020411	-101406
MIR6774	Promoter (<=1kb)	0.591296988861078	0.0270681334020259	531
PNLDC1	3' UTR	0.591289678499085	0.0133576347953732	5348
LOC155060	Distal Intergenic	0.591240208350904	0.0175125909920115	-4736
ATP6V1B1	Promoter (<=1kb)	0.591216122898798	0.016936154945653	0
PREX2	Distal Intergenic	0.591179466485543	0.0177779458208296	-67523
LINC01973	Distal Intergenic	0.591173115899241	0.00881931760785974	-21967
SH3PXD2A	Promoter (<=1kb)	0.591139732979251	0.0148020628374444	0
KDR	Promoter (<=1kb)	0.591035789487769	0.00560694341807937	0
HSBP1L1	Promoter (<=1kb)	0.591006489466903	0.0068044961167378	0
LOC124902561	Intron (ENST00000648275.1/ENST00000648275.1, intron 1 of 1)	0.590975988773076	0.0302718257218314	50976
CDC25A	Promoter (<=1kb)	0.590958495164665	0.0271598107287489	0
MYO18A	Promoter (2-3kb)	0.590953402884369	0.0274331592703922	2683
TSPAN18	Intron (ENST00000533786.5/90139, intron 3 of 6)	0.590950550327981	0.010667611768175	19827
CTCFL	Distal Intergenic	0.590846587294244	0.00754994135271117	62280
ABLIM2	Promoter (1-2kb)	0.590837210767516	0.0297994297701271	-1122
VPS53	Distal Intergenic	0.590822900859796	0.0105720931108296	18204
HAS3	Promoter (<=1kb)	0.590817359433502	0.00521111376635796	0
MIR3167	Intron (ENST00000525144.7/84623, intron 1 of 16)	0.590814142300373	0.0307128290800457	8430
SARDH	Intron (ENST00000439388.6/1757, intron 17 of 20)	0.590808858859484	0.017868455676162	-5349
LOC101927131	Promoter (1-2kb)	0.590805626095853	0.0241823900052962	-1687
LOC124903843	Distal Intergenic	0.590752128018415	0.00407500848859111	-12608
LOC101059997	Promoter (<=1kb)	0.590723164344422	0.00573671928558038	0
SMKR1	Distal Intergenic	0.590656955797399	0.0353863998169241	35927
MIR4432HG	Exon (ENST00000441598.2/106660609, exon 5 of 8)	0.590625884360608	0.0397218846509796	29908
LINC01718	Distal Intergenic	0.590608746139166	0.00704232741223644	19638
LOC442497	Distal Intergenic	0.590593508748629	0.0250588694655016	-15758
SPOCD1	Promoter (<=1kb)	0.590586696748976	0.00792676280525979	0
FER1L6-AS1	Intron (ENST00000522917.5/654463, intron 1 of 40)	0.590560311753991	0.0483398410717355	87304
LOC124903865	Promoter (<=1kb)	0.590550162206816	0.0129782094708863	0
ITGAE	Promoter (<=1kb)	0.590479954549716	0.00359299201573103	0
LINC01648	Promoter (<=1kb)	0.590475367850579	0.0181872116527026	-192
VIL1	Promoter (<=1kb)	0.590474142138349	0.0179392052184509	0
ZBTB16	3' UTR	0.590400485600564	0.0475612160352151	3509
LOC124900338	Promoter (<=1kb)	0.5903871478239	0.0132113589947162	0
SLC52A1	Intron (ENST00000512825.7/55065, intron 1 of 3)	0.590367672487703	0.0177455868674684	-4294
CACNA1C	Promoter (2-3kb)	0.590361923601651	0.0115628141502536	-2262
C16orf82	Distal Intergenic	0.590328975940623	0.00901312532660504	43485
PTPRF	Intron (ENST00000617451.4/5792, intron 5 of 7)	0.590321577732762	0.0449892235501006	14616
TMEM262	Promoter (<=1kb)	0.590312144599166	0.0264424947018355	0
LOC105373496	Promoter (<=1kb)	0.590293941608072	0.0159613376227459	0
GRID1	Distal Intergenic	0.590261752075225	0.00642932186729601	-4978
GPR63	Promoter (<=1kb)	0.590260534099328	0.00663255672612201	0
LINC02655	Distal Intergenic	0.590245342656962	0.00994677293098685	49654
TNFSF12	Promoter (<=1kb)	0.590226765413088	0.0130024318245579	0
RABEP1	Distal Intergenic	0.590211589439952	0.0328639508074768	-4509
CACNB3	Promoter (<=1kb)	0.590206977486797	0.00660301717788538	0
GNAL	Promoter (<=1kb)	0.590136755660422	0.0169049851089383	0
TM6SF1	Promoter (1-2kb)	0.590113394701771	0.00838962697632182	1145
OR6S1	Distal Intergenic	0.590019588966547	0.0114964197212804	-19815
LINC01940	Distal Intergenic	0.58998104768992	0.0173409091487636	-10239
PRKAG2	Intron (ENST00000287878.9/51422, intron 3 of 15)	0.58994947025811	0.00834710970809135	14313
AP1M1	Distal Intergenic	0.5899140022947	0.0133030392744494	43025
FAM120B	Distal Intergenic	0.58991130931455	0.0477789554590227	53760
ACBD3-AS1	Distal Intergenic	0.589906910967237	0.0129785717964863	-28410
STAG3L5P-PVRIG2P-PILRB	Promoter (<=1kb)	0.589900634458189	0.01380041165074	0
ZMIZ1-AS1	Intron (ENST00000456353.5/283050, intron 5 of 9)	0.589895259593882	0.00420112809789645	-32864
WDR38	Promoter (<=1kb)	0.589868757379806	0.00931837216669493	0
LOC124904067	3' UTR	0.58985079657887	0.0246624535259503	9789
ARMC2	Promoter (1-2kb)	0.589837171106031	0.0298636052684654	-1499
PIP5KL1	Promoter (<=1kb)	0.589824811005252	0.00857422321775777	0
MEX3D	Distal Intergenic	0.589802050634304	0.0291429954387535	13797
LOC105379332	Promoter (<=1kb)	0.589796419592717	0.0203678775243797	0
GFRA2	Distal Intergenic	0.589790236941312	0.0226357465709646	174204
DLGAP4	Intron (ENST00000373913.7/22839, intron 2 of 12)	0.589747352075558	0.00713516750645317	-36948
FLOT2	Distal Intergenic	0.589742531852057	0.0140891232798104	9045
ITM2C	Promoter (<=1kb)	0.58971091399794	0.0151851453649135	0
LOC124904685	Distal Intergenic	0.589695439456814	0.0463279936480211	-89771
RERE	Exon (ENST00000337907.7/473, exon 21 of 24)	0.589649054594645	0.0310025760519298	3559
LINC01668	Distal Intergenic	0.589625990471943	0.0456926161627666	-23646
RCAN2-DT	Promoter (<=1kb)	0.589598293218706	0.00410202481815566	0
AGK-DT	Promoter (<=1kb)	0.589569902298148	0.0112015570218085	0
LOC105369595	Promoter (<=1kb)	0.589539853014465	0.0288735613812556	835
TSPEAR	Promoter (2-3kb)	0.589493109736578	0.0166214587589683	-2172
SEPTIN10	Distal Intergenic	0.589434473447972	0.0169444248997386	54085
TNNT2	Promoter (<=1kb)	0.589385335596248	0.0239936936677247	198
LOC100506532	Intron (ENST00000444936.2/100506532, intron 1 of 2)	0.58923469073937	0.0421141997020979	-7368
RFPL3	Promoter (<=1kb)	0.589232303454193	0.0255516702408288	0
LINC01082	Distal Intergenic	0.589221778369034	0.0351346242897747	-42889
LINC01019	Distal Intergenic	0.589117619820838	0.0149762788295018	-6171
SMIM38	Intron (ENST00000637504.1/219931, intron 19 of 19)	0.589103317511939	0.01027139759311	-22967
CLVS1	Intron (ENST00000519846.5/157807, intron 4 of 6)	0.589094993411657	0.0223145961265776	28791
LINC02641	Exon (ENST00000451295.1/ENST00000451295.1, exon 3 of 3)	0.589081725261001	0.020630386975505	22036
PLOD1	Promoter (<=1kb)	0.589073583714261	0.0428368685116037	0
SGMS1	Exon (ENST00000449695.1/ENST00000449695.1, exon 2 of 2)	0.589071043967239	0.0136513158865023	-32826
PCGF3	Promoter (<=1kb)	0.588975636724527	0.0233674841242952	0
